,AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr
999,Mirae,Mirae Asset Corporate Bond Fund Direct Growth,Debt,Moderate Risk,3.0,3.5,,
1000,DSP,DSP Floater Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.77,,
1001,IDFC,IDFC CRISIL IBX Gilt June 2027 Index Fund Direct Growth,Other,Moderate Risk,,2.95,,
1002,Quant,Quant Quantamental Fund Direct Growth,Equity,Very High Risk,,25.56,,
1003,ITI,ITI Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,4.85,,
1004,PGIM,PGIM India Money Market Fund Direct Growth,Debt,Low to Moderate Risk,4.0,5.15,,
1005,Aditya,Aditya Birla Sun Life Special Opportunities Fund Direct Growth,Equity,Very High Risk,,-1.31,,
1006,UTI,UTI Small Cap Fund Direct Growth,Equity,Very High Risk,,-0.39,,
1007,SBI,SBI Retirement Benefit Fund Aggressive Plan Direct Growth,Solution Oriented,Very High Risk,,6.1,,
1008,Nippon,Nippon India Nifty 50 Value 20 Index Fund Direct Growth,Other,Very High Risk,,4.9,,
1009,Motilal,Motilal Oswal Asset Allocation Passive FoF Aggressive Direct Growth,Other,Very High Risk,,3.01,,
1010,ICICI,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF Direct Growth,Other,Very High Risk,,3.1,,
1011,Bank,Bank of India Bluechip Fund Direct Growth,Equity,Very High Risk,,-2.25,,
1012,TRUSTMF,TRUSTMF Short Term Fund Direct Growth,Debt,Low to Moderate Risk,,4.09,,
1013,Tata,Tata Business Cycle Fund Direct Growth,Equity,Very High Risk,,11.6,,
1014,HDFC,HDFC NIFTY50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,,6.28,,
1015,Canara,Canara Robeco Value Fund Direct Growth,Equity,Very High Risk,,11.17,,
1016,TRUSTMF,TRUSTMF Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,5.11,,
1017,Motilal,Motilal Oswal 5 Year G Sec FoF Direct Growth,Other,Moderate Risk,,2.93,,
1018,Edelweiss,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Direct Growth,Other,Moderate Risk,,2.93,,
1019,ITI,ITI Pharma and Healthcare Fund Direct Growth,Equity,Very High Risk,,-2.25,,
1020,IDFC,IDFC Multi Cap Fund Direct Growth,Equity,Very High Risk,,8.06,,
1021,Aditya,Aditya Birla Sun Life Business Cycle Fund Direct Growth,Equity,Very High Risk,,4.08,,
1022,Axis,Axis Multicap Fund Direct Growth,Equity,Very High Risk,,0.0,,
1023,Axis,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
1024,Samco,Samco Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
1025,UTI,UTI S&P BSE Sensex Index Fund Direct Growth,Other,Very High Risk,,,,
1026,Invesco,Invesco India Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
1027,Axis,Axis Equity ETFs FoF Direct Growth,Other,Very High Risk,,,,
1028,HDFC,HDFC Nifty 100 Index Fund Direct Growth,Other,Very High Risk,,,,
1029,SBI,SBI Multicap Fund Direct Growth,Equity,Very High Risk,,,,
1030,Tata,Tata Nifty India Digital ETF FoF Direct Growth,Other,Very High Risk,,,,
1031,Motilal,Motilal Oswal S&P BSE Enhanced Value Index Fund Direct Growth,Other,Very High Risk,,,,
1032,Union,Union Retirement Fund Direct Growth,Solution Oriented,Very High Risk,,,,
1033,Edelweiss,Edelweiss NIFTY Large Mid Cap 250 Index Fund Direct Growth,Other,Very High Risk,,2.78,,
1034,SBI,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
1035,ICICI,ICICI Prudential Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
1036,Navi,Navi Nifty Bank Index Fund Direct Growth,Other,Very High Risk,,,,
1037,ICICI,ICICI Prudential Nifty Bank Index Fund Direct Growth,Other,Very High Risk,,,,
1038,Aditya,Aditya Birla Sun Life CRISIL IBX AAA Jun 2023 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
1039,UTI,UTI S&P BSE Low Volatility Index Fund Direct Growth,Other,Very High Risk,,,,
1040,Edelweiss,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
1041,ICICI,ICICI Prudential Nifty 200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,,,,
1042,Aditya,Aditya Birla Sun Life Long Duration Fund Direct Growth,Debt,Moderate Risk,,,,
1043,WhiteOak,WhiteOak Capital Mid Cap Fund Direct Growth,Equity,Very High Risk,,,,
1044,Tata,Tata Housing Opportunities Fund Direct Growth,Equity,Very High Risk,,,,
1045,Edelweiss,Edelweiss Gold and Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
1046,ICICI,ICICI Prudential Nifty50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,,,,
1047,ICICI,ICICI Prudential Nifty Auto Index Fund Direct Growth,Other,Very High Risk,,,,
1048,Motilal,Motilal Oswal Gold and Silver ETFs FoF Direct Growth,Other,Very High Risk,,,,
1049,ICICI,ICICI Prudential Nifty SDL Dec 2028 Index Fund Direct Growth,Other,Moderate Risk,,,,
1050,ICICI,ICICI Prudential Transportation and Logistics Fund Direct Growth,Equity,Very High Risk,,,,
1051,HDFC,HDFC Silver ETF FoF Direct Growth,Other,Very High Risk,,,,
1052,Aditya,Aditya Birla Sun Life CRISIL IBX Gilt Apr 2029 Index Fund Direct Growth,Other,Moderate Risk,,,,
1053,WhiteOak,WhiteOak Capital Large Cap Fund Direct Growth,Equity,Very High Risk,,,,
1054,Canara,Canara Robeco Mid Cap Fund Direct Growth,Equity,Very High Risk,,,,
1055,SBI,SBI CRISIL IBX Gilt Index June 2036 Fund Direct Growth,Other,Moderate Risk,,,,
1056,IDFC,IDFC Transportation and Logistics Fund Direct Growth,Equity,Very High Risk,,,,
1057,Mirae,Mirae Asset CRISIL IBX Gilt Index April 2033 Index Fund Direct Growth,Other,Moderate Risk,,,,
1058,Union,Union Multicap Fund Direct Growth,Equity,Very High Risk,,,,
1059,Samco,Samco ELSS Tax Saver Fund Direct Growth,Equity,Very High Risk,,,,
1060,Nippon,Nippon India Nifty G Sec Sep 2027 Maturity Index Fund Direct Growth,Other,Moderate Risk,,,,
1061,HDFC,HDFC Nifty G Sec Jun 2027 Index Direct Growth,Other,Moderate Risk,,,,
1062,HDFC,HDFC Nifty G Sec Sep 2032 Index Direct Growth,Other,Moderate Risk,,,,
1063,IDFC,IDFC CRISIL IBX 90:10 SDL Plus Gilt November 2026 Index Fund Direct Growth,Other,Moderate Risk,,,,
1064,Tata,Tata Nifty G Sec Dec 2026 Index Fund Direct Growth,Other,Moderate Risk,,,,
1065,Mirae,Mirae Asset Hang Seng TECH ETF FoF Direct Growth,Other,Very High Risk,,,,
1066,Axis,Axis Greater China Equity FoF Direct Growth,Other,Very High Risk,,,,
1067,Tata,Tata Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,,,,
1068,BNP,BNP Paribas Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.25,,
1069,SBI,SBI Capital Protection Oriented Fund Series A (Plan 8) Direct Growth,Hybrid,Moderate Risk,,7.35,,
1070,Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,3.69,,
1071,ICICI,ICICI Prudential India Equity FOF Direct Growth,Other,Very High Risk,,3.94,,
1072,Axis,Axis All Seasons Debt FoF Direct Growth,Other,Moderate Risk,4.0,4.39,,
1073,Edelweiss,Edelweiss US Technology Equity FoF Direct Growth,Other,Very High Risk,,-26.28,,
1074,ICICI,ICICI Prudential NASDAQ 100 Index Fund Direct Growth,Other,Very High Risk,,-14.52,,
1075,Nippon,Nippon India Taiwan Equity Fund Direct Growth,Equity,Very High Risk,,-25.18,,
1076,ICICI,ICICI Prudential Housing Opportunities Fund Direct Growth,Equity,Very High Risk,,,,
1077,Mirae,Mirae Asset Global X Artificial Intelligence & Technology ETF FoF Direct Growth,Other,Very High Risk,,,,
1078,Shriram,Shriram Overnight Fund Direct Growth,Debt,Low Risk,,,,
1079,Nippon,Nippon India Multi Asset Fund Direct Growth,Hybrid,Very High Risk,,5.32,,
1080,Navi,Navi NASDAQ 100 FoF Direct Growth,Other,Very High Risk,,,,
1081,UTI,UTI Credit Risk Fund Segregated Portfolio 4 Direct Growth,Debt,Moderate Risk,,,,
1082,Baroda,Baroda BNP Paribas Funds Aqua FoF Direct Growth,Other,Very High Risk,5.0,-2.23,,
1083,Nippon,Nippon India Nifty AAA PSU Bond Plus SDL Sep 2026 Maturity 50:50 Index Fund Direct Growth,Other,Moderate Risk,,,,
1084,Aditya,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund Direct Growth,Other,Low to Moderate Risk,,,,
1085,Axis,Axis NASDAQ 100 FoF Direct Growth,Other,Very High Risk,,,,
1086,Motilal,Motilal Oswal S&P 500 Index Fund Direct Growth,Other,Very High Risk,,-2.45,,
1087,ITI,ITI Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,,5.4,,
1088,ICICI,ICICI Prudential Flexicap Fund Direct Growth,Equity,Very High Risk,,6.82,,
1089,UTI,UTI Focused Equity Fund Direct Growth,Equity,Very High Risk,,2.01,,
1090,Kotak,Kotak Multicap Fund Direct Growth,Equity,Very High Risk,,10.84,,
1091,LIC,LIC MF Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,6.31,,
1092,ITI,ITI Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,,11.5,,
1093,HDFC,HDFC Multi Cap Fund Direct Growth,Equity,Very High Risk,,9.37,,
1094,ICICI,ICICI Prudential Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,2.2,,
